id,text,lang,category
1756362126200099314,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362103424757771,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362061439988076,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362049456930892,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362019970986129,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362013968609492,RT  White House Hits Back at Trump With 28 misstatements he made last night alone  Is this fair

According to the Biden Cam,en,US
1756362124563997183, Reason is Trump did the cognitive test and disclosed the results while in office   Biden refuses,en,US
1756362124563997183, Reason is Trump did the cognitive test and disclosed the results while in office   Biden refuses,en,US
1756362124563997183, Reason is Trump did the cognitive test and disclosed the results while in office   Biden refuses,en,US
1755999980609802500,  Your political future is toast the longer you remain in this  You look no better than Chris Christie right now Your Trump hatred and jealousy isnt ample reason to think people want you as president  Ill watch for your announcement of your upcoming post on msnbc,en,US
1756362033036156963,RT   Biden, Ukraine and NATO caused this war Thats the truth 

Trump kept the peace


1756362033036156963,RT   Biden, Ukraine and NATO caused this war Thats the truth 

Trump kept the peace


1756362124052316209,RT  We deserve better than Trump v Biden 
1756362124052316209,RT  We deserve better than Trump v Biden 
1756362124052316209,RT  We deserve better than Trump v Biden 
1756362012123136390, Trump confused Nikki and Nancy while spouting lies He talked about Biden starting WWII He recommended bleach and bright light to combat Covid 
And he has spent three years stirring up sedition
You really dont want to go there,en,US
1756362012123136390, Trump confused Nikki and Nancy while spouting lies He talked about Biden starting WWII He recommended bleach and bright light to combat Covid 
And he has spent three years stirring up sedition
You really dont want to go there,en,US
1756362249742975487,  So you oppose helping businesses and Americans in a pandemic Wow 

How do you think that would have gone for Trumps reelection 

Monday morning quarterback again Ñ 

More time attacking Trump than Biden,en,US
1756362249742975487,  So you oppose helping businesses and Americans in a pandemic Wow 

How do you think that would have gone for Trumps reelection 

Monday morning quarterback again Ñ 

More time attacking Trump than Biden,en,US
1756362249742975487,  So you oppose helping businesses and Americans in a pandemic Wow 

How do you think that would have gone for Trumps reelection 

Monday morning quarterback again Ñ 

More time attacking Trump than Biden,en,US
1755999903170310488, Trump didnt confuse you for Pelosi, he knew that you are Pelosi,en,US
1755999986368516512, Trump has secured the nomination I dont understand why you are still in,en,US
1755999909935784377,  WE WANT THIS MAN
PRESIDENT DONALD J TRUMP 
1755999820823544143,RT  Trump cant even remember who he ran against, said Nikki Haley was in charge of security on 16, thought the woman he raped,en,US
1755999968077230258,What some people, including Nikki Haley, is worrying about is VP Harris becoming President if the guy cant serve What should be a concern is who trump is going to pick as his running mate,en,US
1755999856030789702, WHY WONT YOU DO THE RIGHT THING AND DROP OUT STOP PLAYING AGAINST YOUR OWN PARTY STOP ACCEPTING CORRUPT MONEY STOP PLAYING THE GAME TRUMP WILL BE OUR 47TH PRESIDENT DROP OUT YOU are HURTING AMERICA,en,US
1755999984334356775,RT  Donald Trump delivered another historic victory here in Nevada 

Meanwhile, Nikki Haley is losing to none of the above,en,US
1756362200107618396, Let us run back all of the similar slips Trump has made At least President Biden is not a fraudster, rapist, pathological liar, who insults war heroes, belittles people with disabilities and engineered a failed coup attempt to overthrow a legitimate election,en,US
1756362200107618396, Let us run back all of the similar slips Trump has made At least President Biden is not a fraudster, rapist, pathological liar, who insults war heroes, belittles people with disabilities and engineered a failed coup attempt to overthrow a legitimate election,en,US
1756362200107618396, Let us run back all of the similar slips Trump has made At least President Biden is not a fraudster, rapist, pathological liar, who insults war heroes, belittles people with disabilities and engineered a failed coup attempt to overthrow a legitimate election,en,US
1755999855703437654,    After 4 years of Trump, our tolerance for national embarrassment is pretty high 

In a functional and professional government, Bidens age might be significant Surrounded by the profligate liars of the Trump Cult, its hard to even notice,en,US
1755999911764730244,RT  Americans deserve better than Trump v Biden,en,US
1755999843506385374,RT  Americans deserve better than Trump v Biden,en,US
1756362171619905767, Me too but as a Jew Trump scares the shit out of me Though I have a real problem with the way Biden aligned with Netanyahu,en,US
1756362171619905767, Me too but as a Jew Trump scares the shit out of me Though I have a real problem with the way Biden aligned with Netanyahu,en,US
1756362171619905767, Me too but as a Jew Trump scares the shit out of me Though I have a real problem with the way Biden aligned with Netanyahu,en,US
1756362268164702303,RT  Romney The fact that Donald Trump is telling House Republicans not to address the border because he wants to blame Biden for,en,US
1756362268164702303,RT  Romney The fact that Donald Trump is telling House Republicans not to address the border because he wants to blame Biden for,en,US
1756362268164702303,RT  Romney The fact that Donald Trump is telling House Republicans not to address the border because he wants to blame Biden for,en,US
1755999881788113112,RT   Ironically  that, like Biden, Trump forgets things BUT UNLIKE BIDEN aggressively refuses to return classified in,en,US
1755999998926627039,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1755999956219912381,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1755999933491261750,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1755999914012631140,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1755999899198378173,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1755999888020492670,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1755999844026429603,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1755999821737951409,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1756362079643353450,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1756362079643353450,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1756362079643353450,RT  In an attempt at balance, the media are trying to make Trump amp Biden look equally flawed, even though one is charged with 91,en,US
1755999833079366062, Trump was in negotiations to turn over the Docs Before completing Biden had , Mar Lago raided  For a talking point
Big difference,en,US
1756361996633583935, Biden cant mentally survive an election Trump and American known 2020 was stolen We watched it There was no insurrection 
Trump 2024,en,US
1756361996633583935, Biden cant mentally survive an election Trump and American known 2020 was stolen We watched it There was no insurrection 
Trump 2024,en,US
1756362068217798734,RT  You own the southern border now, Republicans
ïÇï
    ,en,US
1756362068217798734,RT  You own the southern border now, Republicans
ïÇï
    ,en,US
1755999923751772265, Honestly, I would say Kamala Harris is a much better prospect as President than either Trump or Biden but Im not American so thats up to them,en,US
1755999922011169211, if they say this is true 
biden should order trump  and his followers  to be   dealt  with  immediately          with drone strikes 
no laws apply,en,US
1755999837512720620, A Trumprepeatedly interfered with Mueller, committed obstruction, and had Barr totally lie about the findings before Mueller released it
